name,adjoe,adjde,barthag,record,unknown,games,efg,efgd,ftr,ftrd,to_rate,to_rate_d,orb,orb_d,unknown,two_pt_pct,two_pt_pct_d,three_pt_pct,three_pt_pct_d,block_pct_d,block_pct,ast_rate,ast_rate_d,three_pt_rate,three_pt_rate_d,adj_tempo,unknown,unknown,unknown,season,unknown,unknown,unknown,wab,ft_pct,ft_pct_d
"Rhode Island",106.143,109.262,0.417493,12-20,11,31,51.5,52.6,39.4,30,18.5,13.1,29.1,28.2,69,51.1,52,34.9,35.7,8.1,12.1,49.6,53.7,33.4,39.5,68.7684,,,,2024,,,,-12.201621004537,64.7,67
"High Point",114.438,109.25,0.630312,27-8,25,33,52.6,50.1,43.3,37.2,16.1,13.9,36.8,25.7,69,54.1,49.6,33.5,34.3,8.2,8.2,41,44.6,39.4,31.6,68.779,,,,2024,,,,-4.269227436011,78.4,72.2
Radford,107.521,111.279,0.4025,16-17,14,31,50.8,50.9,28,31.7,16.2,15.8,30.7,34,65.1,49.4,52.4,35.7,32.4,9.8,7.1,41.1,47.1,34.2,39.7,63.6748,,,,2024,,,,-11.143546041891,73.3,71
"East Tennessee St.",102.12,103.762,0.454272,19-16,17,33,46.9,50.9,33.9,36.7,18.1,18.8,35.1,29.4,68.2,47.1,51.2,31.2,33.7,13.5,9.4,45.5,47.4,40.9,38.5,67.0318,,,,2024,,,,-9.8083882933292,67.2,69.4
Duquesne,106.879,96.8304,0.75684,25-12,24,36,50,48.5,32.5,35,17.4,19.2,29.8,30.3,66.7,49.4,49,33.9,31.8,12.6,10.9,53.8,52.7,39.1,37.4,66.1734,,,,2024,,,,-2.0349731711037,71.6,71.1
"Virginia Tech",115.675,101.298,0.821467,19-15,19,34,53.8,51,33,30.2,16.2,16.9,25,26.2,68.1,54.8,51.1,34.8,33.8,6.5,9.3,57.8,49.3,41.6,33.9,67.921,,,,2024,,,,-2.2578220092633,79.3,73.6
VCU,108.772,98.3441,0.761147,24-13,24,37,52.2,46.5,35.3,34.6,18.2,16.7,28.1,26.9,66,51.1,46.6,35.8,31,12.7,7.4,57,48.3,44.2,38.5,65.4322,,,,2024,,,,-4.1059742515186,78.2,73.7
"North Dakota St.",103.191,111.07,0.300253,15-17,12,29,53.3,53.7,30.3,28.5,16.8,13.2,24.3,24.7,66,51.4,52.8,37.7,36.8,3.2,10.6,42.4,42.1,35.9,34.7,65.7839,,,,2024,,,,-12.032296547249,72.5,74
"Northwestern St.",97.0751,111.095,0.174894,9-23,7,30,47.7,51.9,36.7,41.4,19.3,18.5,29.8,34.1,68.8,48,53.8,31.3,32.6,8.5,11.7,45.5,50.6,34.4,37.2,67.6255,,,,2024,,,,-18.536932517422,66.2,70.2
Fairfield,107.769,109.874,0.444603,24-12,23,35,52.3,52.4,28.9,25.8,15.4,20.3,28.1,30.8,68.9,50.5,53.1,36.5,34,5.6,8.6,49.4,50.6,41.9,36.7,68.4263,,,,2024,,,,-8.131884911831,75.7,70.2
Arkansas,109.9,102.816,0.682702,16-17,16,33,50.5,50.4,45.3,39,16.3,15.1,25.2,29.8,72.2,51.8,50.1,31.8,33.9,14.9,7.5,45.1,47,32.9,34.1,70.7586,,,,2024,,,,-4.9381416526191,75.6,72.7
"Cal St. Bakersfield",100.036,106.469,0.328113,13-19,11,30,47,50,32,46.7,18.3,18.6,32.9,31.2,65.7,46.6,49.1,32.1,34.3,10.4,7.4,41.5,51.5,25.7,36.7,64.8107,,,,2024,,,,-13.81080248155,72.4,72.8
"George Washington",106.289,109.685,0.410564,15-17,14,31,51.5,49.8,34.2,22.8,17.1,13.9,25.9,29.2,70.2,49.9,48.3,35.8,34.7,11.8,10.4,46.4,48.6,41.6,38.5,70.1593,,,,2024,,,,-10.170974433834,74.5,75.7
"UNC Asheville",106.148,106.905,0.479584,22-12,19,31,52.1,50.1,40.8,34.3,17.1,16.9,27.3,31.4,69.5,50.5,50.6,36.4,32.9,10.6,9.1,56.9,47.5,37.3,35.8,68.271,,,,2024,,,,-6.8071680534853,75.1,71.5
Dayton,116.664,100.344,0.849788,25-8,25,33,56.2,48.3,36.7,21.9,16,15.9,26.4,28.6,64.8,53.4,48.5,39.9,32,11.1,10.1,58.1,51.1,44.3,40.1,64.2047,,,,2024,,,,2.3590425236704,74,72.8
"Stephen F. Austin",100.173,102.228,0.441879,18-15,16,31,49.4,49.6,42.2,47.4,21.9,22.9,33.3,30.4,70.8,49.2,46,33.2,37.1,8.3,9.8,48.4,54.9,32.1,36.6,69.4228,,,,2024,,,,-9.5331199569108,70.5,72.2
"Arkansas St.",112.828,109.13,0.594653,20-17,20,37,51.5,50.5,32.9,34.8,15.9,14.2,34.5,28.8,70,51.4,49.7,34.4,35.2,10,11.9,52.5,40.3,42.8,26.9,68.0926,,,,2024,,,,-9.0245925159623,70.2,76.1
Army,90.6345,109.173,0.105256,10-22,8,30,47.1,50.3,25.4,31.6,18.9,16.6,27,25.5,63.2,46.5,50.6,31.8,33.2,11.4,10.2,56.3,55.9,45.1,39.5,63.1663,,,,2024,,,,-19.550407920477,59.8,70.6
"Southeast Missouri St.",90.5239,111.961,0.0798654,9-22,5,27,45.1,52,27,44.2,17.3,17.2,24,29.5,70.3,45.1,54,30,31.5,6.6,9.2,47.8,48.1,33.5,30.5,69.3472,,,,2024,,,,-18.309095457779,68.4,71
Binghamton,101.632,110.245,0.281813,15-15,13,28,49.4,50,34.3,34.8,18,13.3,29.1,25,68.2,51.4,48.4,29.9,35,10,11.7,54.7,43.8,30.7,38,66.6676,,,,2024,,,,-10.719784293422,67.4,73.3
"George Mason",108.93,100.566,0.714787,20-12,19,31,52,48,36.7,31.8,18.1,16.4,31.7,27.4,64.8,52.3,45,34.3,34.8,10.2,10.7,46.7,50.7,37.5,41.6,63.9306,,,,2024,,,,-4.7518064292108,74.2,72.4
"Old Dominion",97.9666,108.273,0.240421,7-25,6,31,47.6,51.3,27.1,39.7,15,18,25.2,31.2,71.2,47.5,50,31.8,35.5,11.1,10,38.8,57,35.1,42,69.9167,,,,2024,,,,-19.482573202402,66.2,72.3
"Green Bay",101.939,109.178,0.312406,18-14,16,30,52.4,49.4,29.4,34.2,18.6,14,27.3,28.4,64.9,53.7,51.6,34,30.2,5.9,14.8,52.1,50.8,48.2,35.3,63.6905,,,,2024,,,,-9.1527904680824,72.7,72.7
"UNC Greensboro",108.959,106.591,0.562816,21-11,19,30,53.2,49.5,27.3,35.8,16.3,17.7,29.3,30.5,66.3,49.2,48,38.9,34.3,8,8.5,54.2,48,44,44.2,64.8548,,,,2024,,,,-5.6452033713457,73.1,74.2
"Little Rock",105.808,106.971,0.468589,21-13,21,34,52.6,48.2,32.8,35.4,17.5,17.8,31.9,30,69.9,53,48.1,34.5,32.3,12.8,7.2,52.5,48,31.1,38.4,69.018,,,,2024,,,,-9.634132023829,74.8,74.1
Detroit,96.7807,116.122,0.109559,1-31,1,32,47.3,55.9,30.3,31.9,19.4,17.3,25.9,35.2,68.1,50.4,56.1,28.1,37.1,6.6,8.5,45.2,52.3,36.9,37.2,67.1911,,,,2024,,,,-24.801778196506,73.5,78
"Austin Peay",107.142,114.947,0.308187,19-16,16,32,50.4,53.1,31.9,37.9,13.3,16.6,29.9,31.6,65.6,48.8,54.4,35.5,34,7.2,9.2,39.8,45.9,35.1,35.7,64.6167,,,,2024,,,,-10.538422614641,71.3,70.9
Rutgers,98.1835,91.8514,0.682798,15-17,15,32,43.5,47.2,32.9,34.3,16.6,21.7,30.2,31.3,68.6,43.7,46,28.7,32.7,15.3,10.1,50.1,54.7,31.7,39.4,67.921,,,,2024,,,,-3.8683548625553,65.8,70
"Nicholls St.",103.567,109.827,0.337389,20-14,17,31,51.5,49.8,37.6,39.4,19,16.4,27.6,32.2,67.5,48.9,50.7,36.8,32.1,10.7,11.5,46,50.7,40.3,36.3,66.3282,,,,2024,,,,-8.2554406443858,72.7,68.5
"Sacramento St.",97.7528,109.909,0.206207,10-24,8,32,48.7,54.1,32.9,32.7,22.8,15.6,34.1,25.8,64.8,48.7,55.1,32.4,35,8,9.9,53.9,52.9,41.2,38.6,64.0766,,,,2024,,,,-19.189258884669,71.9,72.6
"William & Mary",99.8439,112.477,0.202606,10-23,8,31,48.3,52.2,31.9,34.9,16.3,14.4,27.4,29.1,66.4,48.6,52.5,32.1,34.5,4.8,13.6,50.4,46.2,47.7,36.5,65.98,,,,2024,,,,-18.732203496669,69.8,74.5
Colgate,102.754,102.823,0.498059,25-10,24,34,53.3,47.9,27.5,24.5,16.2,16.2,25.1,24.8,66,53.4,49.1,35.5,30.8,9.8,7.2,56.2,52.8,38.1,40,66.2929,,,,2024,,,,-4.2139605234651,68.1,67.2
USC,110.457,99.0726,0.777454,15-18,15,33,51.7,50.2,33.6,31.6,17.9,18.8,29,32.2,69.7,50.7,47.4,35.5,36.5,14.2,9.4,59.1,59.5,36.7,38.8,68.2791,,,,2024,,,,-5.1063633319673,69.3,73.8
Merrimack,95.7511,100.008,0.377491,21-12,19,31,49.8,46.2,34.3,32.5,19,23.2,22.3,34.6,68.1,52.2,46.1,31.1,30.9,9.5,10.4,50.6,55.6,43.1,31.2,67.3161,,,,2024,,,,-7.7309971038205,73.2,70.1
UNLV,112.484,99.9322,0.795864,21-12,19,31,51.8,49.5,33.7,30.1,16.1,17.8,29.4,31.5,65.1,52.2,50.4,34,32,12.3,9.2,48.2,59.4,34.7,39.3,65.2909,,,,2024,,,,-2.6300839571925,73.4,75.3
"Illinois St.",102.243,104.814,0.429073,15-17,14,31,47.7,50.9,36.1,27.2,17.1,16.4,28.9,26,65.1,50.4,52.3,28.8,32.5,6.4,9.5,52.9,51.2,37.5,39.6,63.8357,,,,2024,,,,-10.148948649764,71.7,73.5
Manhattan,95.0487,112.102,0.130364,7-23,6,29,47.2,53.1,22.1,27.3,19.2,16.9,24.8,30.1,69.2,47.4,52.2,31.3,36.7,7.3,11,57.7,60.2,38.7,33.8,68.452,,,,2024,,,,-18.450558327273,72.2,73.6
Princeton,114.59,105.554,0.720019,24-5,22,27,54.6,52,28.3,25.1,12,16.9,23.9,24.7,65.6,56.5,53.5,35.2,33.2,4.5,9.7,52.5,49.5,50.5,39.1,65.2829,,,,2024,,,,0.98137321784254,80.1,72.5
Utah,113.851,97.7384,0.852562,21-14,21,35,54,48.6,27.8,25.8,16.2,14.2,27.9,26.1,70.9,53.9,47.3,36.1,34,10.6,8.3,59.3,51.2,40,35.7,69.8382,,,,2024,,,,-1.1525763722173,65.5,68.3
"Louisiana Tech",107.983,99.3567,0.722607,22-10,19,29,50.6,45.6,42,32,18.8,17.6,33.8,28,66.8,49,43,35.7,33.5,13.7,8.7,48.1,47,34.6,36.4,65.7728,,,,2024,,,,-4.4068691802506,70.1,71.9
"Youngstown St.",107.051,104.446,0.570359,22-10,18,28,50.4,49,29.3,30.7,15.5,16.5,33.9,28.7,70,52.2,47.9,31.9,34,11.9,8.1,51,53.8,42.2,35.7,68.9862,,,,2024,,,,-6.0003600035917,77,69.5
Jacksonville,98.6899,109.601,0.230418,16-17,13,30,48.7,52.3,36.3,40.4,19.2,17.4,34.6,30.7,67.6,47.7,51.5,33.8,35.7,8,9.3,41.3,52.2,33.1,40.9,65.8852,,,,2024,,,,-12.092172691158,70.6,71.1
"Tennessee St.",97.8651,108.093,0.241742,18-15,14,29,48.8,48.8,38.1,44.3,19.7,18.6,28.4,32,69.1,49.8,48.6,31.3,32.7,8.6,10.9,47.7,50.1,35.9,34.3,68.4003,,,,2024,,,,-11.414759183653,76.5,72.7
Stanford,110.057,102.606,0.691281,14-18,14,32,54.3,51.9,28.6,25.3,17.8,15.5,23.2,27.3,70.9,53.6,50.9,36.9,35.7,7.9,7.9,57.9,45.7,41.1,37.6,69.6804,,,,2024,,,,-7.0291371043053,72.8,68.5
Longwood,104.044,105.483,0.460617,21-14,18,32,49.1,51.9,39.5,36.2,18.3,19.4,36.3,25.9,67.8,48.4,51.4,34,35.1,7.1,7.4,48.2,49.4,28.4,39.6,66.8526,,,,2024,,,,-8.7217952554544,69.3,69.7
"Sacred Heart",101.225,111.432,0.248847,16-16,14,30,51.5,51.6,31.7,31.9,17.1,20.1,25.9,32.6,70.2,50.2,50.6,35.9,35.3,14.2,8.9,50.4,58.8,34.1,41.6,69.3335,,,,2024,,,,-12.764280317976,69.9,67.5
"Western Kentucky",105.399,101.709,0.601041,22-12,19,31,51.7,48.6,32.1,33,18.4,18.4,28.8,26.7,75.4,51.8,48.6,34.3,32.4,8.6,10.2,45,49,31.1,40.5,75.1259,,,,2024,,,,-6.663286121597,72.1,68.2
"UT Arlington",108.982,103.432,0.645889,20-14,18,32,52.1,49,39,42,21.5,18.6,32.8,29.4,72,51.3,47.4,35.4,34.6,10.6,11.1,59.7,54.4,42.8,35.5,70.8931,,,,2024,,,,-6.3949440529225,73.8,74.5
Fordham,100.542,102.151,0.454459,13-20,13,33,46.7,50.4,35.1,45.2,18.2,19.7,32.5,27.4,69.3,46.2,48.9,31.5,35.9,12.4,11,52.3,50.1,42.1,31,68.9174,,,,2024,,,,-12.534942468346,66.3,71.6
"Alabama St.",92.2855,104.853,0.187211,13-19,10,29,41,49.1,28.5,43.4,16.3,20,31.7,29.1,69.1,40.4,47.6,28,34.1,11.1,12.5,44.4,53.3,38.4,41,67.2553,,,,2024,,,,-13.822997617005,71.9,73.4
"Wichita St.",104.856,101.602,0.589648,15-19,14,33,49.8,48.5,26.4,28.3,17.8,14.8,31.8,28.7,69.4,49.9,48.1,33,32.7,10.8,9.1,44.2,52.5,31.5,37.8,68.2272,,,,2024,,,,-11.320275466229,69.3,72.9
Oakland,108.676,104.41,0.613152,24-12,24,36,51.9,50.6,30.8,26.9,15.9,16.2,30.4,28.8,68,51,50.5,35.5,33.9,7.8,8.5,53.5,62.6,41.4,40.9,66.6106,,,,2024,,,,-4.2453339428631,75.1,73.5
"Boise St.",113.756,97.5134,0.854675,22-11,20,31,51,49.8,35.1,33.1,16.4,16.9,32.9,23.1,66.4,50.8,52.1,34.2,30.5,6.8,11.1,46,47.8,39.4,36.7,66.5048,,,,2024,,,,0.84333339861503,74.1,72.7
